ibge,id_mun,latitude,longitude,municipio,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
4315305,431530,-30.382868,-56.453647,Quaraí,8200,9800,10738,10637,11493,11180,12193,8400,12452,12580,12290,12700,9284,11279,11387,11925,11255,11485,11558,10773,10584,10009,9908
4315313,431531,-27.821197,-52.442769,Quatro Irmãos,0,8,8,3,3,3,3,3,3,4,4,4,1,0,0,0,0,0,0,0,0,0,0
4315321,431532,-29.351921,-54.071255,Quevedos,20,20,20,10,5,5,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4315354,431535,-28.742361,-53.096722,Quinze de Novembro,28,15,10,8,3,3,3,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0
4315404,431540,-27.66154,-53.641934,Redentora,70,70,70,70,70,70,70,70,70,70,50,10,2,0,0,0,0,0,0,0,0,0,0
4315453,431545,-29.112279,-52.072949,Relvado,18,17,5,5,7,7,7,7,5,2,2,2,1,1,1,1,1,2,2,2,0,0,0
4315503,431550,-29.813949,-53.370569,Restinga Sêca,12005,16505,17000,16700,17250,16930,16850,17300,17300,17450,16400,17450,16099,16600,17245,16938,16035,16426,16280,16070,15430,15450,14700
4315552,431555,-27.298398,-52.840058,Rio dos Índios,54,40,25,5,5,2,6,6,6,5,5,5,5,5,2,2,2,2,0,0,0,0,2
4315602,431560,-32.050446,-52.08677,Rio Grande,20000,15000,14700,13800,16800,19540,16240,16700,18300,19800,20590,20500,20500,19350,20000,22092,19277,19267,17323,17190,17422,18292,18451
4315701,431570,-29.985626,-52.379018,Rio Pardo,8003,8003,8503,9545,10900,11500,9600,10520,10520,10820,10320,12000,10000,10000,9500,9250,8160,8200,8500,8550,8100,8500,8100
4315750,431575,-29.642286,-50.473818,Riozinho,20,20,20,10,10,10,10,10,10,8,8,2,2,2,2,2,2,2,2,1,1,0,0
4315909,431590,-27.470403,-53.168531,Rodeio Bonito,22,22,22,22,22,22,22,22,22,22,22,22,1,0,1,0,0,0,0,0,0,0,0
4315958,431595,-28.256344,-54.819427,Rolador,0,110,60,58,15,5,5,5,2,2,2,2,20,20,20,0,0,0,0,0,0,0,0
4316006,431600,-29.640763,-50.573442,Rolante,35,35,80,80,100,85,85,85,85,100,100,100,140,160,160,160,200,250,280,280,280,300,300
4316105,431610,-27.781931,-52.806534,Ronda Alta,50,50,50,30,10,10,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
4316204,431620,-27.831816,-52.90616,Rondinha,15,15,15,15,15,10,5,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
4316303,431630,-28.135367,-55.029186,Roque Gonzales,10,10,5,5,6,6,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
4316402,431640,-30.244033,-54.945761,Rosário do Sul,22000,20750,21000,21000,21000,21000,20500,15000,22000,22000,20000,22600,19000,19200,20300,20000,19086,20452,19350,17432,16838,14824,15997
4316428,431642,-27.706731,-53.135652,Sagrada Família,12,12,12,12,12,12,12,12,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0
4316436,431643,-28.403286,-53.094107,Saldanha Marinho,18,15,15,15,10,10,8,8,6,6,6,6,6,6,3,0,0,0,0,0,0,0,0
4316451,431645,-29.088681,-53.21331,Salto do Jacuí,60,30,30,30,30,20,20,20,20,10,10,5,5,0,0,0,0,0,0,0,0,0,0
4316477,431647,-28.121697,-54.837742,Salvador das Missões,0,0,0,0,2,1,2,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
4316501,431650,-29.439732,-51.509421,Salvador do Sul,40,40,10,10,10,10,10,10,10,10,10,5,5,5,5,5,5,5,3,4,4,4,6
4316600,431660,-27.944007,-51.813502,Sananduva,10,10,10,10,10,10,10,10,10,10,5,5,0,3,1,0,0,0,0,0,0,0,0
4316709,431670,-28.365167,-53.250527,Santa Bárbara do Sul,24,24,20,20,10,10,10,10,10,8,8,8,8,0,0,0,0,0,0,0,0,0,0
4316733,431673,-28.164451,-51.926671,Santa Cecília do Sul,0,10,10,5,5,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4316758,431675,-29.463596,-52.080926,Santa Clara do Sul,21,15,7,5,5,5,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
4316808,431680,-29.719768,-52.429929,Santa Cruz do Sul,1637,1587,1587,1650,1650,1650,1650,1650,1620,1620,1620,1620,1620,1620,1620,1620,1700,2054,1900,1900,1750,1900,1720
4316972,431697,-30.345103,-54.090955,Santa Margarida do Sul,0,5550,5000,6000,5000,6000,4500,4800,5000,5000,7050,7200,5000,4750,4882,5000,5000,5234,5192,4829,5217,5300,5300
4316907,431690,-29.685582,-53.808675,Santa Maria,6040,6040,8640,8640,8980,9150,9400,9478,9508,9508,8490,9840,8100,8513,8760,8714,7975,7631,7630,6250,5792,5618,5604
4316956,431695,-29.503516,-50.987255,Santa Maria do Herval,15,15,3,5,5,5,4,4,4,4,4,3,3,3,5,5,5,5,5,5,5,5,5
4317202,431720,-27.86675,-54.478224,Santa Rosa,30,30,30,30,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4317251,431725,-29.171634,-51.734344,Santa Tereza,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4317301,431730,-33.51986,-53.367006,Santa Vitória do Palmar,70731,62000,62000,59500,75000,75000,53656,46169,56762,64065,66535,70737,67877,70325,70000,68545,68848,70901,68848,65737,63251,68617,68116
4317004,431700,-30.874703,-53.115875,Santana da Boa Vista,365,545,545,545,545,470,300,300,300,310,310,358,550,550,550,1200,322,295,280,250,380,221,150
4317103,431710,-30.889384,-55.534814,Santana do Livramento,12977,11000,11000,11000,11400,11824,11000,7738,10300,10400,10360,11829,8593,8627,9318,9715,10512,10119,9340,8221,8508,8072,9052
4317400,431740,-29.19146,-54.869076,Santiago,130,130,130,20,50,75,75,20,65,63,63,0,0,0,0,0,0,0,0,0,0,0,0
4317509,431750,-28.301938,-54.264143,Santo Ângelo,57,57,57,57,40,70,70,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0
4317608,431760,-29.832034,-50.520986,Santo Antônio da Patrulha,11500,11500,12770,13200,13200,13529,13529,11778,13000,13000,13000,13520,14000,14000,13450,14416,13950,13600,13600,13000,12000,12340,11907
4317707,431770,-28.508097,-55.224557,Santo Antônio das Missões,5500,4300,4300,4000,3800,3881,3400,2900,3865,4910,6160,5300,4100,3850,4090,4000,3889,4760,3040,2500,2829,2422,2092
4317558,431755,-28.497445,-52.024633,Santo Antônio do Palma,10,10,10,10,10,10,10,10,10,10,5,5,4,4,4,4,4,4,4,4,4,0,0
4317756,431775,-28.395929,-52.683726,Santo Antônio do Planalto,15,15,10,10,6,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4317806,431780,-27.853491,-53.77885,Santo Augusto,110,80,60,50,60,60,80,90,70,70,70,60,30,0,30,20,0,0,0,0,0,0,0
4317905,431790,-27.81993,-54.668748,Santo Cristo,10,10,10,10,15,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4317954,431795,-27.909369,-51.643572,Santo Expedito do Sul,50,7,6,10,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4318002,431800,-28.662838,-56.001029,São Borja,35200,34272,37050,33850,42000,42565,44360,42865,45320,49982,49825,50000,48525,50390,51000,48675,44000,44000,43612,38800,37584,38300,35635
4318051,431805,-28.531763,-51.893187,São Domingos do Sul,5,5,5,4,4,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
4318101,431810,-29.552716,-55.132386,São Francisco de Assis,5000,5000,4250,4250,4250,4000,4250,4000,4340,4380,4700,4941,3476,3170,3500,3470,3544,4164,3450,2935,2738,2935,3150
4318200,431820,-29.444098,-50.582108,São Francisco de Paula,8,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4318309,431830,-30.33676,-54.320478,São Gabriel,31000,25450,27000,23700,26000,25000,29500,25000,29000,29000,30300,30000,24760,25000,28000,28500,28000,28953,29000,23380,26690,22550,25800
4318408,431840,-29.959439,-51.728178,São Jerônimo,1350,1350,1300,1200,1350,2000,2000,2000,2200,2000,1800,1500,1200,1200,1250,1250,2040,2150,2040,2040,1240,1200,1200
4318424,431842,-27.82669,-51.825839,São João da Urtiga,20,20,20,20,10,10,10,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0
4318432,431843,-29.614676,-53.44635,São João do Polêsine,1800,1850,2007,2030,2050,1950,1900,1900,2000,2000,2000,2000,2000,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033
4318440,431844,-28.498081,-51.702969,São Jorge,20,20,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4318457,431845,-27.778183,-53.118775,São José das Missões,100,100,100,100,100,100,100,100,100,100,3,0,0,0,0,0,0,0,0,0,0,0,0
4318465,431846,-29.041447,-52.293016,São José do Herval,20,20,10,7,7,7,4,6,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4318481,431848,-29.540049,-51.249598,São José do Hortêncio,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,10
4318499,431849,-27.722585,-54.13355,São José do Inhacorá,17,17,17,17,5,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4318507,431850,-32.020609,-52.034202,São José do Norte,1300,2000,2000,2000,2000,2000,2000,2200,2200,2114,2114,2114,2101,2101,2000,2000,2000,1800,2000,1482,1482,1482,2000
4318606,431860,-27.771255,-51.594768,São José do Ouro,100,15,15,5,5,5,5,5,5,5,2,2,2,0,0,0,0,0,0,0,0,0,0
4318614,431861,-29.54347,-51.486384,São José do Sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4318804,431880,-31.364024,-51.976915,São Lourenço do Sul,9050,8850,9250,9050,9550,9600,9415,9415,9870,10350,10100,10400,9900,9630,9822,9820,9688,10500,10185,9230,7302,8600,8106
4318903,431890,-28.406647,-54.95966,São Luiz Gonzaga,1520,910,910,410,610,460,410,410,410,410,375,255,250,200,100,100,50,50,0,0,0,0,0
4319109,431910,-27.708929,-53.966923,São Martinho,30,30,15,15,15,15,15,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4319125,431912,-29.534851,-53.854226,São Martinho da Serra,200,200,200,200,130,200,200,150,150,150,150,140,60,60,45,45,45,45,45,45,45,45,45
4319158,431915,-28.549537,-54.561563,São Miguel das Missões,370,370,120,120,90,90,90,90,100,45,0,0,0,0,0,0,0,0,0,0,0,0,0
4319208,431920,-28.182155,-55.2601,São Nicolau,415,415,370,230,130,110,60,200,200,140,30,30,0,80,80,0,0,0,0,0,0,0,0
4319307,431930,-28.020485,-54.934708,São Paulo das Missões,5,3,3,5,7,10,10,10,6,5,3,0,0,0,0,0,0,0,0,1,0,0,0
4319356,431935,-29.42143,-51.514327,São Pedro da Serra,15,10,10,10,8,8,8,8,8,8,5,4,4,2,1,1,0,0,0,0,0,0,0
4319364,431936,-27.771308,-53.247369,São Pedro das Missões,0,3,3,3,3,3,3,3,3,3,5,5,5,3,0,0,0,0,0,0,0,0,0
4319372,431937,-28.124354,-54.888256,São Pedro do Butiá,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4319406,431940,-29.617531,-54.179991,São Pedro do Sul,3300,3300,4015,4015,4100,4100,4100,3900,3900,4050,4050,4050,3700,4000,4000,3700,3427,3488,3488,3342,4000,4000,4000
4319604,431960,-30.167411,-53.569644,São Sepé,16000,19700,19700,19700,19700,18280,19700,19700,20000,20000,18915,22520,18170,17000,17900,17853,16644,17200,17200,17000,16000,17500,16000
4319703,431970,-27.554318,-52.528479,São Valentim,15,15,15,15,15,15,15,15,15,15,8,4,2,2,0,0,0,0,0,0,0,0,0
4319711,431971,-29.051228,-51.769671,São Valentim do Sul,40,20,15,10,10,10,10,5,5,5,5,2,2,1,2,2,2,2,2,1,0,0,0
4319737,431973,-27.787718,-53.935526,São Valério do Sul,3,3,5,5,8,8,5,5,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0
4319752,431975,-29.37581,-51.368653,São Vendelino,10,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0
4319802,431980,-29.692061,-54.676002,São Vicente do Sul,10200,10200,10200,10200,10200,9356,9920,10100,9800,10000,10000,10000,9000,9465,9500,9485,8963,9455,9385,9092,9275,9305,9210
4319901,431990,-29.638554,-51.003623,Sapiranga,10,10,10,10,10,105,105,105,105,105,105,105,105,95,95,5,105,105,105,105,104,104,104
4320107,432010,-27.943595,-52.925461,Sarandi,20,20,20,20,10,8,5,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
4320206,432020,-27.480414,-53.405467,Seberi,330,330,330,330,360,330,330,330,300,330,330,310,70,18,5,5,5,5,5,5,5,5,4
4320230,432023,-27.631163,-53.955885,Sede Nova,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4320263,432026,-29.342618,-52.982074,Segredo,250,250,250,250,250,250,200,200,10,10,10,5,5,5,5,4,4,4,4,4,4,4,4
4320305,432030,-28.627434,-52.956525,Selbach,68,38,20,20,5,5,5,5,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0
4320321,432032,-28.02749,-54.545403,Senador Salgado Filho,50,50,50,50,5,3,0,3,5,3,3,3,3,0,0,0,0,0,0,0,0,0,0
4320354,432035,-30.613303,-51.577982,Sentinela do Sul,1810,1810,1800,1800,1900,1900,2507,2507,2507,2600,2600,2600,2600,2300,2150,2150,2000,2300,2200,2828,2828,2600,2680
4320404,432040,-28.710797,-51.935709,Serafina Corrêa,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4320453,432045,-29.38676,-52.267456,Sério,30,30,30,15,15,15,10,10,10,10,4,4,4,4,4,4,4,4,5,0,0,0,0
4320503,432050,-27.980774,-52.259738,Sertão,50,30,30,20,20,20,20,15,15,15,5,0,0,0,0,0,0,0,0,0,0,0,0
4320552,432055,-30.465428,-51.60425,Sertão Santana,853,853,853,903,903,1103,1100,1100,1200,1200,1200,1200,1370,1330,1350,1350,1350,1350,1350,1330,1330,1300,1400
4320578,432057,-28.130416,-54.463686,Sete de Setembro,30,25,20,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0
4320602,432060,-27.432793,-52.120656,Severiano de Almeida,70,70,70,35,35,40,20,15,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0
4320651,432065,-29.64525,-53.585237,Silveira Martins,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4320677,432067,-29.529068,-52.521636,Sinimbu,150,50,25,20,25,25,25,25,25,25,25,25,25,25,25,10,8,8,8,8,8,8,8
4320701,432070,-29.414773,-53.025168,Sobradinho,20,5,5,10,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4320800,432080,-28.827738,-52.509866,Soledade,150,170,170,170,170,140,60,40,30,20,20,10,0,0,0,0,0,0,0,0,0,0,0
4320909,432090,-28.084171,-52.022133,Tapejara,20,17,10,10,10,10,10,10,5,5,5,5,5,5,3,0,0,0,0,0,0,0,0
4321006,432100,-28.62495,-52.871467,Tapera,7,7,9,14,14,14,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4321105,432110,-30.673173,-51.394499,Tapes,12100,12130,12130,12130,12700,12700,13295,13295,14820,14820,18329,18329,15950,15461,16863,17817,16108,17600,16150,16540,17122,18235,18785
4321204,432120,-29.650513,-50.781169,Taquara,175,265,265,565,565,565,558,558,808,708,805,800,900,900,1000,1000,1100,1000,1100,881,882,882,882
4321303,432130,-29.802801,-51.862776,Taquari,1200,1200,1250,1400,1630,2200,2537,2600,2700,2750,2700,2758,2653,2760,2800,2800,2810,2758,2810,3000,3036,3036,2800
4321329,432132,-27.398036,-53.466952,Taquaruçu do Sul,39,39,39,39,39,39,39,39,39,10,10,10,10,2,2,2,2,2,2,2,2,2,2
4321352,432135,-31.288703,-51.088843,Tavares,1800,1770,1760,1870,2864,2184,1515,1590,2235,1880,2124,2166,2166,2166,2250,2530,2650,2900,2560,2340,1932,1741,3860
4321402,432140,-27.372167,-53.75727,Tenente Portela,13,31,15,15,15,15,15,15,5,0,0,5,2,0,0,0,0,0,0,3,3,3,2
4321436,432143,-29.577549,-50.067249,Terra de Areia,130,105,105,105,255,255,255,200,200,200,200,180,80,115,115,115,115,98,100,100,100,100,100
4321451,432145,-29.488914,-51.812817,Teutônia,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4321469,432146,-28.580496,-52.593046,Tio Hugo,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4321477,432147,-27.396899,-54.085392,Tiradentes do Sul,12,8,8,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4321493,432149,-29.472142,-54.228011,Toropi,302,302,315,315,300,300,300,300,300,300,306,300,250,250,250,250,250,250,250,250,250,260,280
4321501,432150,-29.335931,-49.730404,Torres,1950,1950,3450,3450,3450,3500,3500,3000,3500,3000,3100,3551,3526,3550,3550,3550,3550,3550,3550,3550,3550,3550,2980
4321600,432160,-29.987302,-50.130377,Tramandaí,140,140,140,140,350,350,350,350,250,250,250,362,312,312,312,318,318,200,200,200,200,250,515
4321626,432162,-29.299086,-52.057777,Travesseiro,12,12,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4321634,432163,-27.499516,-52.149852,Três Arroios,60,60,60,60,60,30,5,5,5,3,3,3,3,3,0,0,0,0,0,0,0,0,0
4321667,432166,-29.445887,-49.915639,Três Cachoeiras,413,413,413,413,513,513,513,513,500,500,500,533,467,467,467,467,420,420,420,420,420,420,430
4321709,432170,-29.516661,-50.783126,Três Coroas,17,17,17,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
4321808,432180,-27.77966,-54.235302,Três de Maio,152,152,152,152,75,20,12,6,6,3,3,6,6,6,6,6,6,6,6,6,0,0,0
4321832,432183,-29.538111,-50.064316,Três Forquilhas,42,42,42,42,42,42,42,42,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0
4321857,432185,-27.617527,-52.843714,Três Palmeiras,10,10,10,10,10,10,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
4321907,432190,-27.45616,-53.929699,Três Passos,27,18,10,10,10,5,5,5,5,5,5,5,0,0,0,0,0,0,0,2,2,0,2
4321956,432195,-27.517576,-52.892231,Trindade do Sul,30,30,30,30,30,0,5,5,5,5,5,5,2,0,0,0,0,0,0,0,0,0,0
4322004,432200,-29.945204,-51.715313,Triunfo,5000,7000,6000,5500,5200,5400,6000,7000,7000,7000,7000,7000,7100,7100,7100,7100,7100,7100,7300,7500,7500,7500,7000
4322103,432210,-27.65006,-54.433129,Tucunduva,15,15,15,15,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4322152,432215,-29.10644,-52.957013,Tunas,50,30,30,35,50,50,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4322186,432218,-27.925711,-51.540539,Tupanci do Sul,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4322202,432220,-29.07748,-53.84063,Tupanciretã,125,125,68,60,60,30,30,30,30,30,30,30,30,5,10,0,0,0,0,0,0,0,0
4322251,432225,-29.487913,-51.419825,Tupandi,15,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,0
4322301,432230,-27.754089,-54.478508,Tuparendi,34,34,34,34,34,24,34,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0
4322327,432232,-31.412366,-52.171416,Turuçu,1200,1100,1100,1000,1208,1250,1050,1100,1668,1530,1712,1570,1260,1503,1834,1682,1519,1791,1630,1445,1481,1621,1396
4322343,432234,-28.043565,-54.684511,Ubiretama,15,15,15,15,15,3,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0
4322350,432235,-28.779899,-52.000417,União da Serra,5,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4322376,432237,-29.047485,-55.150781,Unistalda,220,75,10,0,0,0,30,30,120,130,127,125,0,100,60,0,0,0,0,0,0,0,0
4322400,432240,-29.759823,-57.081825,Uruguaiana,58290,66200,71580,71580,75875,65144,71124,58095,79853,82700,72000,84400,70900,81414,82748,84519,83150,81555,81235,76319,75000,75760,77963
4322509,432250,-28.502354,-50.936599,Vacaria,8,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4322533,432253,-29.608828,-52.681355,Vale do Sol,1120,1120,1020,1025,1030,1030,920,920,970,970,970,970,970,950,950,1050,1050,1050,1050,1100,1200,1050,1050
4322541,432254,-29.392281,-51.251197,Vale Real,2,2,2,3,3,3,3,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
4322525,432252,-29.782575,-52.179722,Vale Verde,1500,1600,1600,1410,1680,1780,1700,1460,1725,1720,1520,1516,1110,1150,1100,1100,1175,1180,1175,1110,800,900,800
4322558,432255,-28.476223,-51.844658,Vanini,5,5,8,8,8,8,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4322608,432260,-29.611653,-52.19188,Venâncio Aires,1800,1750,1700,1900,1950,2040,1600,1500,1550,1710,1710,1760,1760,1800,1900,1900,1850,1850,1850,1800,1900,1950,1750
4322707,432270,-29.719858,-52.501103,Vera Cruz,1005,1000,1000,1025,1100,1240,1015,1015,1015,1015,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,900,920,860
4322806,432280,-28.933957,-51.552287,Veranópolis,0,0,0,5,5,5,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4322855,432285,-29.069894,-51.85947,Vespasiano Correa,15,15,5,5,5,5,5,5,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0
4322905,432290,-27.570953,-52.023799,Viadutos,20,20,20,20,20,20,10,10,10,5,0,4,1,0,0,0,0,0,0,0,0,0,0
4323002,432300,-30.081897,-51.02482,Viamão,18525,15012,15012,17612,19841,19841,22792,22884,23331,24900,23814,25580,24697,26393,27011,27150,26437,26710,24452,20320,18662,18698,19931
4323101,432310,-27.168445,-53.402129,Vicente Dutra,60,60,60,60,60,60,60,60,60,60,60,60,60,30,20,2,2,5,2,2,2,2,2
4323200,432320,-28.560185,-52.747792,Victor Graeff,25,23,10,7,7,7,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4323309,432330,-28.863,-51.549589,Vila Flores,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4323358,432335,-28.107405,-52.146903,Vila Lângaro,20,20,20,10,7,7,5,5,5,3,3,3,3,3,3,1,0,0,0,0,0,0,0
4323408,432340,-28.533314,-52.163538,Vila Maria,28,28,28,28,28,28,20,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4323457,432345,-30.333959,-53.879196,Vila Nova do Sul,500,500,525,490,540,463,460,460,500,500,400,350,280,162,350,350,300,350,330,200,200,300,300
4323507,432350,-27.370084,-53.49241,Vista Alegre,52,52,52,52,52,52,52,52,30,5,5,5,5,1,1,2,2,2,2,2,2,2,2
4323606,432360,-28.809472,-51.786208,Vista Alegre do Prata,25,10,5,5,5,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4323705,432370,-27.289978,-53.70132,Vista Gaúcha,8,5,5,5,5,5,10,10,10,10,10,2,0,0,0,0,0,0,0,0,0,0,0
4323754,432375,-28.352387,-54.499055,Vitória das Missões,120,60,90,90,90,70,70,70,70,20,100,100,30,30,0,0,0,0,0,20,20,20,20
4323770,432377,-29.42345,-51.766156,Westfalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4323804,432380,-29.805378,-50.039081,Xangri-lá,0,0,0,0,257,257,257,257,100,100,100,237,237,223,223,200,130,50,120,150,220,346,394
